topic_id,non_shein_labor,shein_labor,shein_environment,non_shein_environment,lift_sheinLabor_vs_nonSheinLabor,ratio_sheinLabor_vs_nonSheinLabor,n_comments,label,examples,keywords_short,summary,net_negative,amplification,support_rate_wavg,oppose_rate_wavg,neutral_rate_wavg,controversy_wavg,resonance_wavg,avg_reply_weight,threads_with_replies,polarity_wavg,alignment_wavg,resonance_strength_wavg,volume_weight,risk_penalty,destructiveness_base,destructiveness_stance,priority
10,0.014253662399365563,0.00040727667662226346,0.0,0.0,-0.0138463857227433,0.028573473724684106,219,perfumes | perfume | jasmine | fragrance | fragrances | buy perfume,🗣️ i’ll never buy a perfume like that again...these kinds of luxury items are not worth it if they are produced at the expense of children. most perfumes smell like shit anyway and are completely overpriced. i rather learn how to do it myself and join an organization that campaigns for jobs and fair pay in third world countries. thank you for showing us the truth!<br><br>🗣️ stop buying perfumes from such exploitative brands.<br><br>🗣️ another reason to boycott all best selling perfumes,"perfumes, perfume, jasmine, fragrance",,0.5290004904552036,51.10958904109589,0.009286412512259376,0.1559139784940173,0.8347996089937233,0.7707404103497284,0.008474576271124273,10.237442922374429,23,-0.14662756598175794,0.1652003910062767,0.024222931232485048,5.393627546352362,0.5290004904552036,6.103378727473638,6.649263693213575,6.649263693213575
11,0.03603009106506295,0.005973391257126531,0.0,0.0,-0.03005669980793642,0.16578895347643888,590,child | children | work | labor | child labor | kids,"🗣️ what about child labour in other countries?<br><br>🗣️ in most of the countries child labor is linked to poverty or lack of financial stability. it's a shame that even in the 21st century, many of our children in different parts of the world undergo a miserable life. exploitation of our children continue in different forms. it is high time to abolish child labor in any forms by ensuring their rights to live a dignified life. good documentary. <emoji><br><br>🗣️ there is nothing wrong with children working. the sooner they start the faster they will want to succeed in life. they should be paid a fair wage those.","child, children, work, labor", There is nothing wrong with children working. the sooner they start the faster they will want to succeed in life. they should be paid a fair wage those. exploitation of our children continue in different forms .,0.4245386991097387,24.801694915254238,0.02631578947399722,0.26602870813438473,0.7076555023916181,0.6706307071594073,0.02335952431507321,7.98135593220339,61,-0.23971291866038752,0.2923444976083819,0.0700787527760099,6.3818160174060985,0.4245386991097387,0.6218768691742977,4.715093661015421,4.715093661015421
12,0.020258677576876053,0.04222101547650798,0.0,0.0,0.021962337899631926,2.0840952343604724,618,buy | brands | brand | buying | it's | quality,"🗣️ i only bought from them once, before i found out about everything. i was in college and didn't have a ton of money to spend on items i needed. so, i tried shein. i still have those items today. never bought from them again, but i can say that it was great for people who don't have money.<br><br>🗣️ i will never purchase from them ! disgusting<br><br>🗣️ im no longer buying any expensive brands. im buying good quality cheap price.","buy, brands, brand, buying"," i only bought from them once, before i found out about everything . i was in college and didn't have a ton of money to spend on items i needed so, i tried shein. i still have those items today . i can say that it was great for people who don",0.3700947455471663,35.286407766990294,0.007221259387411123,0.12536106296797922,0.8674176776446096,0.7545905707223998,0.00620347394512408,6.5210355987055015,50,-0.1181398035805681,0.13258232235539036,0.01566324952132138,6.428105272684596,0.3700947455471663,-0.431491369865711,-1.4762367843629791,-1.4762367843629791
13,0.007918701332980869,0.03624762421938145,0.0,0.0,0.02832892288640058,4.577470233779657,387,wear | fashion | outfit | buy | outfits | trends,"🗣️ for me myself, i don’t buy shein, but i do buy forever 21. but i don’t follow fashion trends. i have an alt clothing style. so, that means that even thought i do shop at forever 21, h&m, hot topic, etc, i don’t get rid of my clothes as soon as they’re out of style. because i don’t follow normal fashion trends, i’ve had lots of the same clothes for years and years, and i resuse them, wash them, and make new outfits. i really hate how people think to be glamorous, you have to have different outfits every day. you dont ^^ reuse shirts and pants to make new different combinations. reuse jewelry to make even better jewelry matching. and most important, wear what you want to wear. don’t follow fashion trends if you don’t want to. wear what makes you feel comfortable, and if people hate you for wearing pieces of fabric that’s different from theirs, who cares! it’s your body, your decision <emoji><br><br>🗣️ as someone who works in the fashion industry it is a challenge to appear on trend, yet having a heart that says i don’t need new clothes. i have a closet full of clothes that are beautiful, good quality, fit well but i still have trouble wearing the same outfits over and over. normalize repeating outfits!!<br><br>🗣️ guys, we need to normalise re-wearing clothes and outfit repeating. it is literally the only way to solve all the problems that fast fashion perpetuate (overconsumption and needless waste, pollution, shitty quality clothes, sweatshops). i know we all like the dopamine hit we get when we buy new things (especially when it's a bargain). i know we like it when people compliment us when we are wearing something new and pretty. but seriously, living this way is destroying our environment and promoting the exploitation of people (mostly women and children) in developing countries. so guys, wherever possible, buy secondhand. and if you must buy brand new, cherish the item! look after it, wear it multiple times until it gets holes, then stitch up the holes and wear the item multiple more times!","wear, fashion, outfit, buy",,0.1522029963657693,188.75710594315245,0.04173707333553771,0.16137208516416648,0.7968908415002959,0.8219155577464909,0.04057828158348436,31.45736434108527,49,-0.11963501182862878,0.20310915849970412,0.02429896657961494,5.961005339623274,0.1522029963657693,5.959494062515998,7.999274088723479,7.999274088723479
14,0.02560380097663814,0.017512897094757326,0.0,0.0,-0.008090903881880815,0.6839959593007611,517,thank | love | work | great | thanks | content,🗣️ amazing photography thank you for sharing with humanity!<br><br>🗣️ first! i love your content!<br><br>🗣️ this is great work you are doing. god bless you,"thank, love, work, great", First! i love your content! this is great work you are doing. amazing photography thank you for sharing with humanity!,0.021413383408264045,46.17988394584139,0.027958993475519986,0.060577819195477965,0.9114631873290021,0.6492488569614808,0.01959503592264126,2.9613152804642167,59,-0.03261882571995798,0.08853681267099789,0.0028879668623158473,6.249975242259483,0.021413383408264045,-12.447435134309034,-18.297668956858175,-18.297668956858175
15,0.020258677576876053,0.02240021721422449,0.0,0.0,0.0021415396373484358,1.105709690255556,472,emoji | adele | peele | nancy | girl | woman,"🗣️ her. voice. <emoji> it’s just the tone, this half yelling, high pitched voiced that’s like nails on a chalkboard. would’ve loved to watch this the whole way through as i am actually very interested in this topic and she honestly seems great but between waiting it out for her to possibly change her tone and just fast forwarding it, it seems as though it stays the same the whole way through and i just can’t. is it just me???!!!<br><br>🗣️ she look's so much like adele...<br><br>🗣️ who is that woman? i want to give her a piece of my mind! <emoji>","emoji, adele, peele, nancy"," It's just the tone, this half yelling, high pitched voiced that’s like nails on a chalkboard . would’ve loved to watch this the whole way through as i am actually very interested in this topic and she honestly seems great .",0.22517910618077266,347.53177966101697,0.013242204186196453,0.33703545493429043,0.6497223408795131,0.6473657289016967,0.012685421994754283,20.709745762711865,61,-0.323793250748094,0.3502776591204869,0.11341754191105521,6.159095388491933,0.22517910618077266,23.98778216941613,33.13749925921299,33.13749925921299
16,0.011746073643921622,0.03814824871028534,0.0,0.0,0.02640217506636372,3.247744447974061,459,emoji | search bar | lol | lawrenceburg | oh | look,🗣️ 8:58 it’s um.... something bad...<br><br>🗣️ 5:12 honestly that is scary<br><br>🗣️ 6:54 and i thought they figured that out years ago,"emoji, search bar, lol, lawrenceburg", 8:58 it’s um.... something bad... 5:12 honestly that is scary . 6:54 and i thought they figured that out years ago years ago .,0.12288219790219904,18.455337690631808,0.004415011036576046,0.20603384841715133,0.7895511405462727,0.6112372304272898,0.003405221338510897,3.838779956427015,56,-0.2016188373805753,0.21044885945372727,0.042430454371128586,6.131226489483141,0.12288219790219904,-11.106837836132094,-12.60470413781971,-12.60470413781971
17,0.013131846377193274,0.0019006244909038962,0.0,0.0,-0.011231221886289378,0.14473397659226564,213,cotton | xinjiang | xinjiang cotton | cotton picking | picking | pick cotton,"🗣️ this is all about cotton business competition as us has got their ""supima"" cotton, maybe they want to get rid of xinjiang cotton to force their supima cotton into h&m and etc....<br><br>🗣️ h&m cannot afford cotton from xinjiang.....<br><br>🗣️ the reality is that xinjiang cotton is very good, the price is also expensive. h & m's clothes are cheap, it is impossible to use xinjiang cotton.","cotton, xinjiang, xinjiang cotton, cotton picking",,0.3655867168746513,44.985915492957744,0.02403748217541682,0.06253819515040494,0.9134243226741782,0.9150738916275296,0.023251231526693228,23.826291079812208,47,-0.038500712974988124,0.08657567732582183,0.003333225303336654,5.365976015021851,0.3655867168746513,0.2999830805182421,1.9999513896078704,1.9999513896078704
18,0.02639567110993623,0.006652185718163636,0.0,0.0,-0.01974348539177259,0.2520180463849423,449,slavery | slaves | slave | modern slavery | modern | countries,"🗣️ it's not slavery, if a person is ok with that.<br><br>🗣️ jobs are also slavery! you should consider that fact as well.<br><br>🗣️ it may not be chattel slavery, but it is definitely still slavery","slavery, slaves, slave, modern slavery"," it may not be chattel slavery, but it is definitely still slavery . jobs are also slavery! you should consider that fact as well .",0.5929763904149916,26.957683741648108,0.015139442231145753,0.255776892431568,0.7290836653372863,0.6522336769789047,0.013058419243787268,6.481069042316259,49,-0.24063745020042224,0.2709163346627137,0.0651926159908797,6.1092475827643655,0.5929763904149916,6.976101658566135,9.712548799365457,9.712548799365457
19,0.026065725221062024,0.002715177844148423,0.0,0.0,-0.0233505473769136,0.10416659106756304,415,buy | quality | cheap | expensive | brands | fashion,"🗣️ but h&m’s clothes aren’t even expensive so i wouldn’t mind spend money on it and h&m is my favorite brand because their designs are my style so that’s a plus<br><br>🗣️ ok,... i not buy h&m.<br><br>🗣️ well to be honest, h&m is shit quality. haven't bought from them in a few years.","buy, quality, cheap, expensive",,0.4494369048592971,42.436144578313254,0.005619556054773805,0.09075583028809048,0.9036246136571358,0.8211382113842292,0.005081300812683268,9.48433734939759,38,-0.08513627423331667,0.09637538634286424,0.008205041321027933,6.030685260261263,0.4494369048592971,3.134623024330404,3.04215251359584,3.04215251359584
20,0.024284017421141328,0.0006787944610371058,0.0,0.0,-0.023605222960104224,0.027952312062412075,373,india | indian | bangladesh | nepal | indians | blue collar,🗣️ it's a shame that india carries the bulk of the load and expertise for this industry and takes away such a small piece of the pie that it'd be hardly visible.<br><br>🗣️ not only the hide the fact that it is made in india but also pay very less to these amazing craftmen.... they keep most of the margins to themselves.... this way we will lose these craftsmanship forever as younger generations does not want to do that now... reason: they are not paid well! <emoji><br><br>🗣️ i always thought why india don't get any recognition in the fashion industry while contributing nothing less than western countries... and know i get it <emoji> this is all about cheap and dirty business monopoly!,"india, indian, bangladesh, nepal",,0.25467731514614794,22.98123324396783,0.037328094302069674,0.10019646365006907,0.8624754420478612,0.7802385008587165,0.03236797274135625,6.294906166219839,61,-0.06286836934799939,0.1375245579521388,0.008645944703755409,5.924255797414532,0.25467731514614794,-5.630151619501792,-6.796603969560081,-6.796603969560081
21,0.0185429589547302,0.030002715177840075,0.0,0.0,0.011459756223109876,1.6180111077782142,502,clothing | fashion | brands | buy | workers | cheap,"🗣️ the shameful thing is that the clothing sold by the major high street brands and many of the top labels too, arent manufactured under significantly superior working conditions. the clothes maybe better quality but the working conditions, pay, safety and job security are often just as bad.<br><br>🗣️ no ofense but where i come from even high price brands that are not considered fast fashion and are only affordable for rich ppl have slave labour. and clandestine factories where they produce their clothes and pay their workers (who work in terrible conditions) barely nothing (like 10 cents for piece of clothing) while they earn millions per year. ofc we should always put an eye and smell smt fishy when we see a super low price item of clothing but that doesn't always mean expensive clothing comes from a different place. more expensive is not equal as sustainable. sometimes the clothes can be made in different conditions but the fabric comes from the same place. the threads. and the quality is almost the same. a way you can help the planet and avoid this whole mess as much as you can is to buy second-hand clothes, take care of your clothes, learn how to fix them if they break o they need some adjustments instead of throwing the item into the trash, and finally support local businesses. small creators who work their asses off to make a t shirt and print it. sew everything themselves or their group. pay the price they put out there. threat them with respect. take them seriously. help them live their lives working and getting a proper salary. help you find nice pieces of clothing that will last years.<br><br>🗣️ the main issue is that most clothing is unethically sourced these days and with the economy becoming worse by the day, people got no choice but to buy cheap products with what little money they have. even thrift stores are not what they used to be in some countries.","clothing, fashion, brands, buy"," The clothing sold by the major high street brands and many of the top labels too, arent manufactured under significantly superior working conditions . The clothes maybe better quality but the working conditions, pay, safety and job security are often just as bad . The main issue is that most clothing is un",0.5011641472314606,75.90836653386454,0.014702055685310673,0.0888628675511336,0.8964350767635557,0.8703703703716896,0.013950617283455568,16.13545816733068,88,-0.07416081186582292,0.10356492323644428,0.007680458788036337,6.220590170099739,0.5011641472314606,8.386816252634004,9.65178565489932,9.65178565489932
22,0.00026395671109936226,0.02850936736355844,0.0,0.0,0.02824541065245908,108.0073290710821,214,ad | ad emoji | emoji | ad watching | emoji ad | ad ad,🗣️ i got a shein ad during this video <emoji><br><br>🗣️ i got a shein ad on this video <emoji><br><br>🗣️ i got a shein ad on this video <emoji>,"ad, ad emoji, emoji, ad watching",,0.020226312955736975,2.02803738317757,0.0,0.13953488367304717,0.8604651163269528,0.14800000001155086,0.0,1.1682242990654206,7,-0.13953488367304717,0.13953488367304723,0.019469983761650815,5.3706380281276624,0.020226312955736975,-14.403685700248522,-30.06108998811434,-30.06108998811434
23,0.026131714398836867,0.013983165897364378,0.0,0.0,-0.012148548501472489,0.5351032522720178,499,world | face dictatorship | communism change | dictatorship communism | years | real face,"🗣️ oh look, the future of the united states.<br><br>🗣️ this is 2025, the world never the same.<br><br>🗣️ things will a lot in the coming decades.","world, face dictatorship, communism change, dictatorship communism"," This is 2025, the world never the same. things will a lot in the coming decades. oh look, the future of the united states. this is 2025 .",0.25666594453471414,29.919839679358716,0.02167182662451173,0.255108359132014,0.7232198142434744,0.5743243243311329,0.016891891890762227,4.152304609218437,42,-0.2334365325075023,0.27678018575652563,0.06461060682978571,6.214608098422191,0.25666594453471414,-5.164651614705282,-4.724656347259584,-4.724656347259584
24,0.03266464299854608,0.0019006244909038962,0.0,0.0,-0.030764018507642182,0.05818598515840227,509,nike | buy nike | shoes | nikes | nike shoes | million facebook,🗣️ this makes me sick. i will never buy another nike product. they should be ashamed.<br><br>🗣️ nike is a great company they dont have to be done like this<br><br>🗣️ this was known a long time ago. i haven't bought a nike product since the 80s. please boycott.,"nike, buy nike, shoes, nikes", i haven't bought a nike product since the 80s. this makes me sick. i will never buy another nike item. i've been boycotting nike products since the 1980s. This was known a long time ago. Please boycott .,0.4491703674789108,29.483300589390964,0.011979823455285013,0.22698612862599246,0.7610340479187225,0.6857614982122225,0.010465436518742662,7.133595284872299,50,-0.21500630517070746,0.23896595208127747,0.0513791864185958,6.234410725718371,0.4491703674789108,1.9809574675445747,3.8572778682832847,3.8572778682832847
25,0.03180678368747315,0.028102090686936178,0.0,0.0,-0.003704693000536975,0.8835250391720343,689,videos | love | thank | great | love videos | youtube,"🗣️ anyone else here watching this video for an essay or project for school???<br><br>🗣️ incredible video. thank you for what you do and spreading awareness, truth, and knowledge. x<br><br>🗣️ you never disappoint ! thank you very much. this is high quality content, the way your express your thoughts is perfect. no matter one's position concerning this matter, if one takes the time to watch this entire video, i'm certain it'll impact them.","videos, love, thank, great"," The way your express your thoughts is perfect. no matter one's position concerning this matter, if one takes the time to watch this entire video, i'm certain it'll impact them. anyone else here watching this video for an essay or project for school??? thank you for what you do",0.10468621768157203,52.64296081277213,0.017231476162760325,0.10338885697539474,0.879379666861845,0.6563428086611974,0.012728044123078108,3.4208998548621192,73,-0.08615738081263441,0.12062033313815501,0.010392331975930848,6.536691597591305,0.10468621768157203,-9.09726741541964,-13.92040806618584,-13.92040806618584
26,0.0374158637983346,0.0,0.0,0.0,-0.0374158637983346,0.0,567,uniqlo | quality | love uniqlo | fashion | good | years,"🗣️ i love uniqlo, i’ve been a consumer since they launched in the us. i love the minimalism and quality of the clothes. they’re comfortable and last a good amount of time<br><br>🗣️ uniqlo are masters of clothing. i have being an ardent user of zara and h&m, i still am but when it comes to comfort and fair pricing, no other brands come even close to uniqlo. i also find them fashionable irrespective of what others have to say.<br><br>🗣️ honestly, i've been conditioned to think uniqlo as a brand that focus on the basics and good for the money. but honestly (in asia at least) they are either too basic (not aesthetically pleasing even if its a basic white shirt) or too limited (10 years ago and now, trend change but uniqlo doesn't). i still like their techy wears though but asides that, last time i shopped at uniqlo was 4 years ago then again didn't really enjoy the look","uniqlo, quality, love uniqlo, fashion"," i love uniqlo, i’ve been a consumer since they launched in the us. i love the minimalism and quality of the clothes. i also find them fashionable irrespective of what others have to say. i still like their techy wears though but asides that,",0.1366141975279963,46.447971781305114,0.08356336261008057,0.20702634880948118,0.7094102885804383,0.6463279343255611,0.07388506767191852,7.9488536155202825,45,-0.1234629861994006,0.2905897114195617,0.03587707353068115,6.342121418721152,0.1366141975279963,-8.21894758653057,-9.641550524809501,-9.641550524809501
27,0.020258677576876053,0.0048873201194671615,0.0,0.0,-0.01537135745740889,0.24124575060121226,343,bbc | news | documentary | journalism | bbc news | vice,"🗣️ this is real journalism! thank you bbc for this eye opening documentary!<br><br>🗣️ thanks bbc , good and honest media.<br><br>🗣️ this is bbc, shameless editors and reporters.","bbc, news, documentary, journalism",,0.27392607338865,41.74052478134111,0.01406865503630068,0.2785593697258762,0.7073719752378231,0.6171236171277134,0.012025012024491325,6.061224489795919,41,-0.2644907146895755,0.29262802476217686,0.07739739540754696,5.840641657373398,0.27392607338865,-3.180394894510662,0.044250385751654006,0.044250385751654006
28,0.015771413488186895,0.017105620418135063,0.0,0.0,0.001334206929948168,1.0845964660270335,365,that's uncover | uncover cover | cover cover | uncover | exposed that's | goes far,🗣️ when i found this song in 2018 i was so obsessed with it. i would listen to it all the time. watching again in 2025 revived my memories from those days. <emoji> ️ i miss this style of music<br><br>🗣️ the bully soundtrack playing in the background is bringing me such comfort<br><br>🗣️ what is the music in the intro?? please,"that's uncover, uncover cover, cover cover, uncover",,0.06841015770316941,125.46849315068494,0.06658595641601733,0.2615012106555014,0.6719128329284814,0.5934508816152588,0.055415617126989655,5.438356164383562,32,-0.19491525423948408,0.32808716707151864,0.06394919358245714,5.902633333401366,0.06841015770316941,-2.8484414643899094,-1.988448856001047,-1.988448856001047
